Date,Gold_Open,Gold_High,Gold_Low,Gold_Close,Gold_Volume,Silver_Open,Silver_High,Silver_Low,Silver_Close,Silver_Volume,G/S_Open,G/S_High,G/S_Low,G/S_Close,Gold_SlowD,Silver_SlowD,Gold_EMA,Silver_EMA,Gold_CCI3,Silver_CCI3,Gold_CCI9,Silver_CCI9,Oil_Open,Oil_High,Oil_Low,Oil_Close,Oil_Volume,CHF_Open,CHF_High,CHF_Low,CHF_Close,DXY_Open,DXY_High,DXY_Low,DXY_Close,TNX_Open,TNX_High,TNX_Low,TNX_Close,Gold_Oil_Ratio,Gold_DXY_Inverse,Gold_Yield_Spread,Oil_Volatility,CHF_Volatility
2009-01-02,874.2,879.8,867.3,874.6,7562,11.11,11.56,11.02,11.55,2747,78.69,76.11,78.7,75.72,0.0,0.0,874.6,11.55,0.0,0.0,0.0,0.0,43.720001220703125,46.7400016784668,41.04999923706055,46.34000015258789,184679.0,1.0645999908447266,1.083899974822998,1.0616999864578247,1.0791000127792358,81.06999969482422,81.91999816894531,80.91000366210938,81.83999633789062,2.203000068664551,2.4170000553131104,2.1589999198913574,2.4159998893737793,18.873543312907334,-81.83999633789062,256.030453256347,5.69000244140625,0.02219998836517334
2009-01-05,882.6,884.0,844.8,857.8,18091,11.67,11.73,10.55,11.23,4211,75.63,75.36,80.08,76.38,0.0,0.0,873.0,11.519523809523811,0.0,0.0,0.0,0.0,47.040000915527344,49.279998779296875,45.560001373291016,48.810001373291016,258762.0,1.0710999965667725,1.111299991607666,1.0707000494003296,1.1086000204086304,81.55999755859375,83.16999816894531,81.33999633789062,82.63999938964844,2.484999895095825,2.5199999809265137,2.4089999198913574,2.48799991607666,17.57426707366148,-82.63999938964844,245.9289049997635,3.7199974060058594,0.040599942207336426
2009-01-06,854.9,869.8,839.0,863.0,18601,11.2,11.51,10.79,11.43,3958,76.33,75.57,77.76,75.5,0.0,0.0,872.047619047619,11.510997732426306,-76.11764705882322,-17.64705882353075,0.0,0.0,48.400001525878906,50.470001220703125,47.599998474121094,48.58000183105469,331307.0,1.1086000204086304,1.1274000406265259,1.1073999404907227,1.1164000034332275,82.5999984741211,84.0199966430664,82.43000030517578,82.8499984741211,2.556999921798706,2.614000082015991,2.4670000076293945,2.505000114440918,17.764511475343927,-82.8499984741211,246.2196781233649,2.8700027465820312,0.020000100135803223
2009-01-07,860.5,866.6,836.3,842.0,17291,11.42,11.58,10.87,11.03,4736,75.35,74.84,76.94,76.34,0.0,0.0,869.1859410430839,11.465188424576182,-99.99999999999852,-59.57446808510972,0.0,0.0,48.40999984741211,49.09000015258789,42.40999984741211,42.630001068115234,306262.0,1.1164000034332275,1.1196999549865723,1.0881999731063843,1.1038000583648682,82.86000061035156,83.2699966430664,81.62999725341797,82.27999877929688,2.4739999771118164,2.5369999408721924,2.4549999237060547,2.49399995803833,19.751348320508654,-82.27999877929688,240.9845478283097,6.680000305175781,0.03149998188018799
2009-01-08,837.0,863.7,837.0,856.1,18893,11.03,11.33,10.78,11.12,4500,75.88,76.23,77.64,76.99,0.0,0.0,867.9396609437425,11.432313336521307,-7.398568019092846,-99.99999999999893,0.0,0.0,42.630001068115234,43.630001068115234,40.540000915527344,41.70000076293945,312485.0,1.103700041770935,1.107800006866455,1.0875999927520752,1.093999981880188,82.27999877929688,82.66000366210938,81.18000030517578,81.54000091552734,2.440999984741211,2.49399995803833,2.4079999923706055,2.444999933242798,20.52997564357006,-81.54000091552734,248.5050846413655,3.0900001525878906,0.020200014114379883
2009-01-09,855.3,868.0,844.4,853.0,16769,11.11,11.6,10.96,11.25,4236,76.98,74.83,77.04,75.82,0.0,0.0,866.5168360919575,11.414950161614517,89.81481481481609,100.0,0.0,0.0,42.45000076293945,42.70000076293945,39.380001068115234,40.83000183105469,277431.0,1.0942000150680542,1.1175999641418457,1.0889999866485596,1.1139999628067017,81.63999938964844,82.76000213623047,81.3499984741211,82.66000366210938,2.446000099182129,2.500999927520752,2.3480000495910645,2.4070000648498535,20.891500410152346,-82.66000366210938,250.3668869280141,3.3199996948242188,0.028599977493286133
2009-01-12,852.7,853.6,814.9,820.1,5180,11.24,11.26,10.55,10.65,4392,75.86,75.81,77.24,77.0,0.0,0.0,862.0961850355807,11.342097765270276,-100.00000000000036,-100.00000000000075,0.0,0.0,40.54999923706055,40.79999923706055,37.47999954223633,37.59000015258789,272828.0,1.114300012588501,1.1234999895095825,1.1098999977111816,1.11489999294281,82.47000122070312,83.43000030517578,82.45999908447266,83.0199966430664,2.4230000972747803,2.4489998817443848,2.308000087738037,2.309000015258789,21.816972510534562,-83.0199966430664,247.8392252095115,3.3199996948242188,0.013599991798400879
2009-01-13,822.1,830.1,813.6,820.7,16001,10.64,10.84,10.43,10.73,4074,77.27,76.58,78.01,76.49,0.0,0.0,858.1536912226683,11.28380274000644,-70.41619797525281,-71.83544303797464,0.0,0.0,37.4900016784668,39.5,36.099998474121094,37.779998779296875,340615.0,1.114799976348877,1.124500036239624,1.114799976348877,1.1180000305175781,83.19999694824219,84.44999694824219,83.19000244140625,84.2699966430664,2.309000015258789,2.3459999561309814,2.2960000038146973,2.296999931335449,21.723134635190533,-84.2699966430664,248.92326875711387,3.4000015258789062,0.00970005989074707
2009-01-14,821.5,828.9,806.5,811.0,16994,10.74,10.87,10.35,10.56,4078,76.49,76.26,77.92,76.8,5.806451612903226,15.21739130434788,853.6628634871761,11.214869145720112,-90.66265060240987,-78.94736842105219,-127.85317705120318,-128.69287991498436,38.720001220703125,39.45000076293945,35.52000045776367,37.279998779296875,311078.0,1.1174999475479126,1.1229000091552734,1.1123000383377075,1.1153000593185425,84.2300033569336,84.63999938964844,83.45999908447266,84.41999816894531,2.2769999504089355,2.2769999504089355,2.1630001068115234,2.2130000591278076,21.75429255782009,-84.41999816894531,252.4120712964294,3.9300003051757812,0.010599970817565918
2009-01-15,812.3,820.8,801.9,816.7,18989,10.59,10.66,10.33,10.61,4202,76.7,77.0,77.63,76.97,11.916624101214136,17.608695652173914,850.1425907741117,11.157262560413434,-74.41860465116413,-93.5483870967744,-101.00094876660384,-105.52763819095468,37.34000015258789,37.9900016784668,33.20000076293945,35.400001525878906,179925.0,1.1158000230789185,1.1277999877929688,1.113800048828125,1.121899962425232,84.30999755859375,85.13999938964844,84.04000091552734,84.44000244140625,2.184000015258789,2.2339999675750732,2.1659998893737793,2.2009999752044678,23.070620474492287,-84.44000244140625,255.13902103289843,4.790000915527344,0.01399993896484375
